_id,app_name,user_score,user_date,user_comments,evaluation
6645de3e83f867cdd7e89440,대한민국 구석구석,1,2019년 1월 14일,여행지를 선택하면 관광지가 우선으로 나오는게 아니라 숙박업소가 먼저 나오네요 숙박업소 카테고리를 따로 분류했으면 합니다 여행은 숙소를 정하고 관광지를 정하기보다 관광지를 정하고 숙소는 그 다음입니다 댓글답변 관광지 태그가 있긴하죠 그러면 관광지가 처음에 나오고 숙박이 태그 선택하면 나오게도 가능한거잖아요 숙박앱도 아니고 여행앱이 숙박이 우선이라는건 숙박업소 홍보로 보이며 태그 선택 모르는 사람들은 숙박업소가 관광지보다 먼저 나오면 보기 안좋을것 같습니다,33
6645de3e83f867cdd7e89441,대한민국 구석구석,5,2021년 5월 12일,종종 여행가고 싶을 때 마다 들어가서 사진으로 힐링합니다. 코로나 끝나면 꼭 다 가보고 싶어요ㅠㅠ 대구석앱은 여행정보도 볼 수 있고 코스도 추천해줘서 너무 좋아요!!,25
6645de3e83f867cdd7e89442,대한민국 구석구석,2,2018년 12월 31일,업데이트 되면서 사용자들이 저번보다 여행지들을 찾고 다니기가 불편함. 그래도 업데이트 전에는 검색하면 나왔는데 지방자치단체 관광사이트 접속하게 만든 것은 괜찮은 것 같음.,4
6645de3e83f867cdd7e89443,대한민국 구석구석,1,2023년 9월 17일,어플이 너무 무겁고 UI가 난잡합니다..좀 가볍고 직관적으로 변경했으면 좋을 것 같습니다..어르신들이 이용하기에는 어려워 보입니다,1
6645de3e83f867cdd7e89444,대한민국 구석구석,1,2023년 2월 22일,"답변 읽고 확인해본 결과 여전히 동일 현상이 일어납니다. 자동 로그인 체크하고 로그인해도 매번 로그인하라고 뜨고, AI 콕콕 하려고 로그인했는데 또 로그인하라고 뜨고...제발...",2
6645de3e83f867cdd7e89445,대한민국 구석구석,1,2024년 2월 4일,로그인하려고 하면 인터넷으로 연결되고 앱에는 로그인이 안돼요,
6645de3f83f867cdd7e89446,대한민국 구석구석,1,2024년 1월 9일,앱이 지맘대로 나감. 검색을 할수가 없음. 이걸 보고 어느누가 쓰고 싶을까요.,
6645de3f83f867cdd7e89447,대한민국 구석구석,1,2018년 11월 27일,"잘 쓰던 앱인데... 뜬금없이 인터넷으로 연결되는 것도 불편하고, 지역별 보기가 너무 불편해졌어요... 상단 메뉴 반응속도도 느려 버벅대서 답답. 대체불가 앱이라 생각했는데 아쉽네요.",48
6645de3f83f867cdd7e89448,대한민국 구석구석,2,2023년 5월 19일,일단 속도가 너무 느립니다. 어떻에 이렇게 느릴 수 있는지 이해가 안 될 정도네요. 정보는 난잡하게 나열되어 있지만 정작 필요한 정보를 찾는건 번거롭고 제대로된 정보가 있는 것도 아니고,3
6645de3f83f867cdd7e89449,대한민국 구석구석,3,2022년 8월 21일,이벤트 참가하려고 열심히 내용 쓰고 사진 첨부하고 있었는데 튕겨지네요ㅎㅎ... 다시 눌러서 다 입력했더니 사진 선택하다가 또 튕겨지고...ㅠㅠ,1
6645de3f83f867cdd7e8944a,대한민국 구석구석,4,2022년 9월 11일,좋아요 시력이 안 좋아서 화면 확대가 됐으면 합니다 글씨가 너무 작아요 그리고 주소 복사나 주소 선택시 T맵으로 연결 됐으면 합니다,
6645de3f83f867cdd7e8944b,대한민국 구석구석,3,2018년 10월 28일,교통편과 숙박을 좀더 자세히 소개했으면합니다 여항가면 항상 가격이 너무비싸서 가끔은 그냥 바가지쓰며서 사용합니다,7
6645de3f83f867cdd7e8944c,대한민국 구석구석,4,2023년 9월 13일,이렇게 다양한 여행지를 찾아볼 수 있는 어플이 있어서 넘 좋네요 다만 페이지 로딩 속도만 개선되면 더 좋을 거 같습니다,1
6645de3f83f867cdd7e8944d,대한민국 구석구석,1,2023년 10월 9일,"네이버,카카오톡 2가지로 로그인 해봤는데 화면이 하얗게 된 상태에서 그냥 멈춰요. 앱지우고 다시 깔아도 그래요 로그인을 안한 상태에서는 잘보여요 기본브라우저가 네이버라 구글로그인은 안돼요",1
6645de3f83f867cdd7e8944e,대한민국 구석구석,1,2022년 11월 17일,최근 업데이트 이후 화면이 계속 멋대로 무한반복이네요. 빠른 에러 수정이 필요합니다.,
6645de3f83f867cdd7e8944f,대한민국 구석구석,1,2023년 6월 22일,"로그인이 안되요 네이버, 카톡 다 해봐도 계속 화면이 멈추고 진행이 안되요 아무리 해도 안되네요 개선해주세요",1
6645de3f83f867cdd7e89450,대한민국 구석구석,2,2021년 6월 19일,어플이 너무 복잡하게 생기고.. 페이지 이동 시 불안정한 현상이 있어요.. 좋은 기획으로 만들어진 어플인만큼 최적화가 필요해 보입니다!!,14
