행정구역,지역구,소계,용도지역기준(도시인구),용도지역기준(비도시인구),행정구역기준(도시인구),행정구역기준(농촌인구),용도지역 인구기준(도시지역 인구비율(%)),행정구역 인구기준(도시지역 인구비율(%))
대구광역시,서구,159827,159827,-,159827,-,100.00,100.0
대구광역시,남구,141519,141519,-,141519,-,100.00,100.0
대구광역시,북구,430912,430912,-,430912,-,100.00,100.0
대구광역시,수성구,411553,411553,-,411553,-,100.00,100.0
대구광역시,달서구,536989,536989,-,536989,-,100.00,100.0
대구광역시,달성군,263162,263148,14,232426,30736,99.99,88.32
인천광역시,소계,2967314,2899766,67548,2901418,65896,97.72,97.78
인천광역시,중구,152931,152931,-,152931,-,100.00,100.0
인천광역시,동구,58999,58999,-,58999,-,100.00,100.0
인천광역시,미추홀구,406004,406004,-,406004,-,100,100.0
인천광역시,연수구,385796,385796,-,385796,-,100.00,100.0
인천광역시,남동구,506181,506181,-,506181,-,100.00,100.0
인천광역시,부평구,489118,489118,-,489118,-,100.00,100.0
인천광역시,계양구,288856,288856,-,288856,-,100.00,100.0
인천광역시,서구,589013,589013,-,589013,-,100.00,100.0
인천광역시,강화군,69803,22868,46935,22940,46863,32.76,32.86
인천광역시,옹진군,20613,-,20613,1580,19033,-,7.67
광주광역시,소계,1431050,1431050,-,1431050,-,100.00,100.0
광주광역시,동구,105909,105909,-,105909,-,100.00,100.0
광주광역시,서구,287401,287401,-,287401,-,100.00,100.0
광주광역시,남구,212379,212379,-,212379,-,100.00,100.0
광주광역시,북구,424707,424707,-,424707,-,100.00,100.0
광주광역시,광산구,400654,400654,-,400654,-,100.00,100.0
대전광역시,소계,1446072,1446072,-,1446072,-,100.00,100.0
대전광역시,동구,219751,219751,-,219751,-,100.00,100.0
대전광역시,중구,227108,227108,-,227108,-,100.00,100.0
대전광역시,서구,470374,470374,-,470374,-,100.00,100.0
대전광역시,유성구,356093,356093,-,356093,-,100.00,100.0
대전광역시,대덕구,172746,172746,-,172746,-,100.00,100.0
울산광역시,소계,1110663,1108668,1995,1077482,33181,99.82,97.01
울산광역시,중구,208132,208132,-,208132,-,100.00,100.0
울산광역시,남구,310638,310638,-,310638,-,100.00,100.0
울산광역시,동구,151711,151711,-,151711,-,100.00,100.0
울산광역시,북구,218670,218670,-,218670,-,100.00,100.0
울산광역시,울주군,221512,219517,1995,188331,33181,99.10,85.02
세종특별자치시,소계,383591,349068,34523,338341,45250,91.00,88.2
세종특별자치시,세종특별자치시,383591,349068,34523,338341,45250,91.00,88.2
경기도,소계,13589432,12499793,1089639,12877804,711628,91.98,94.76
경기도,수원시,1190964,1190964,-,1190964,-,100.00,100.0
경기도,성남시,922518,922518,-,922518,-,100.00,100.0
경기도,고양시,1076535,1016055,60480,1076535,-,94.38,100.0
경기도,용인시,1074971,1037999,36972,1038930,36041,96.56,96.65
경기도,부천시,790128,790128,-,790128,-,100.00,100.0
경기도,안산시,641660,641660,-,641660,-,100.00,100.0
경기도,안양시,548228,548228,-,548228,-,100.00,100.0
경기도,남양주시,737353,673236,64117,705556,31797,91.30,95.69
경기도,화성시,910814,664894,245920,836281,74533,73.00,91.82
경기도,평택시,578529,543818,34711,538689,39840,94.00,93.11
경기도,의정부시,463724,463724,-,463724,-,100.00,100.0
경기도,시흥시,512912,512912,-,512912,-,100.00,100.0
경기도,파주시,495315,443441,51874,450034,45281,89.53,90.86
경기도,광명시,287945,287945,-,287945,-,100.00,100.0
경기도,김포시,484267,447903,36364,460876,23391,92.49,95.17
경기도,군포시,266213,266213,-,266213,-,100.00,100.0
경기도,광주시,391462,207123,184339,362324,29138,52.91,92.56
경기도,이천시,222721,151450,71271,149511,73210,68.00,67.13
경기도,양주시,243432,182574,60858,207902,35530,75.00,85.4
경기도,오산시,229849,229849,-,229849,-,100.00,100.0
경기도,구리시,188701,188701,-,188701,-,100.00,100.0
경기도,안성시,188842,151074,37768,120350,68492,80.00,63.73
경기도,포천시,146701,56331,90370,78555,68146,38.40,53.55
경기도,의왕시,160221,160221,-,160221,-,100.00,100.0
경기도,하남시,326059,326059,-,326059,-,100.00,100.0
경기도,여주시,113150,76812,36338,75693,37457,67.89,66.9
경기도,양평군,122323,84866,37457,32200,90123,69.38,26.32
경기도,동두천시,91546,86968,4578,91546,-,95.00,100.0
경기도,과천시,78137,78137,-,78137,-,100.00,100.0
경기도,가평군,62150,36277,25873,19539,42611,58.37,31.44
경기도,연천군,42062,31713,10349,26024,16038,75.40,61.87
강원도,소계,1536498,1274319,262179,1185302,351196,82.94,77.14
강원도,춘천시,286664,261724,24940,234820,51844,91.30,81.91
강원도,원주시,360807,328007,32800,294580,66227,90.91,81.64
강원도,강릉시,211381,188520,22861,183546,27835,89.18,86.83
강원도,동해시,89426,89092,334,89426,-,99.63,100.0
강원도,태백시,39428,37457,1971,39428,-,95.00,100.0
강원도,속초시,82806,82806,-,82806,-,100.00,100.0
강원도,삼척시,63455,50633,12822,53409,10046,79.79,84.17
강원도,홍천군,67977,34379,33598,34152,33825,50.57,50.24
강원도,횡성군,46532,19041,27491,20964,25568,40.92,45.05
강원도,영월군,37728,24500,13228,23331,14397,64.94,61.84
강원도,평창군,40990,16387,24603,10129,30861,39.98,24.71
강원도,정선군,34931,23054,11877,22393,12538,66.00,64.11
강원도,철원군,42256,38000,4256,38202,4054,89.93,90.41
강원도,화천군,23388,12886,10502,8139,15249,55.10,34.8
강원도,양구군,21383,11771,9612,13609,7774,55.05,63.64
강원도,인제군,32206,29037,3169,10785,21421,90.16,33.49
강원도,고성군,27274,14786,12488,12978,14296,54.21,47.58
강원도,양양군,27866,12239,15627,12605,15261,43.92,45.23
충청북도,소계,1595058,1286778,308280,1273718,321340,80.67,79.85
충청북도,청주시,849573,773513,76060,782359,67214,91.05,92.09
충청북도,충주시,208277,176720,31557,156801,51476,84.85,75.28
충청북도,제천시,130988,117635,13353,115116,15872,89.81,87.88
충청북도,보은군,31455,15306,16149,14543,16912,48.66,46.23
충청북도,옥천군,49520,28835,20685,28635,20885,58.23,57.83
충청북도,영동군,44956,31524,13432,19729,25227,70.12,43.89
충청북도,진천군,86147,49242,36905,60087,26060,57.16,69.75
충청북도,괴산군,37055,11969,25086,9481,27574,32.30,25.59
충청북도,음성군,92058,36832,55226,36247,55811,40.01,39.37
충청북도,단양군,27767,13157,14610,15229,12538,47.38,54.85
충청북도,증평군,37262,32045,5217,35491,1771,86.00,95.25
충청남도,소계,2123037,1583332,539705,1501018,622019,74.58,70.7
충청남도,천안시,657559,588048,69511,622996,34563,89.43,94.74
충청남도,공주시,102571,70497,32074,66982,35589,68.73,65.3
충청남도,보령시,97157,54870,42287,67777,29380,56.48,69.76
충청남도,아산시,334539,259985,74554,216377,118162,77.71,64.68
충청남도,서산시,176413,125120,51293,108982,67431,70.92,61.78
충청남도,논산시,112617,66687,45930,71337,41280,59.22,63.34
충청남도,계룡시,44475,44475,-,8340,36135,100.00,18.75
충청남도,당진시,168253,109321,58932,106935,61318,64.97,63.56
충청남도,금산군,50092,26944,23148,22420,27672,53.79,44.76
충청남도,부여군,62343,36710,25633,18977,43366,58.88,30.44
충청남도,서천군,49964,24572,25392,24222,25742,49.18,48.48
충청남도,청양군,30266,8691,21575,9983,20283,28.72,32.98
충청남도,홍성군,98068,78454,19614,74061,24007,80.00,75.52
충청남도,예산군,77385,51413,25972,44072,33313,66.44,56.95
충청남도,태안군,61335,37545,23790,37557,23778,61.21,61.23
전라북도,소계,1769607,1453812,315795,1410440,359167,82.15,79.7
전라북도,전주시,651495,650625,870,651495,-,99.87,100.0
전라북도,군산시,262467,232210,30257,231066,31401,88.47,88.04
전라북도,익산시,273697,249924,23773,224771,48926,91.31,82.12
전라북도,정읍시,105081,74550,30531,72576,32505,70.95,69.07
전라북도,남원시,77948,53510,24438,50780,27168,68.65,65.15
전라북도,김제시,81455,41846,39609,44852,36603,51.37,55.06
전라북도,완주군,92422,55453,36969,49735,42687,60.00,53.81
전라북도,진안군,24550,5890,18660,9773,14777,23.99,39.81
전라북도,무주군,23489,10721,12768,9344,14145,45.64,39.78
전라북도,장수군,21336,5415,15921,7129,14207,25.38,33.41
전라북도,임실군,26508,14844,11664,7271,19237,56.00,27.43
전라북도,순창군,26727,10080,16647,9995,16732,37.71,37.4
전라북도,고창군,52338,22101,30237,20859,31479,42.23,39.85
전라북도,부안군,50094,26643,23451,20794,29300,53.19,41.51
전라남도,소계,1817697,1333674,484023,1285469,532228,73.37,70.72
전라남도,목포시,216939,216939,-,216939,-,100.00,100.0
전라남도,여수시,274765,238237,36528,234268,40497,86.71,85.26
전라남도,순천시,278737,251656,27081,239047,39690,90.28,85.76
전라남도,나주시,116456,81145,35311,81147,35309,69.68,69.68
전라남도,광양시,152168,137452,14716,134990,17178,90.33,88.71
전라남도,담양군,45792,28630,17162,15243,30549,62.52,33.29
전라남도,곡성군,27060,10048,17012,7612,19448,37.13,28.13
전라남도,구례군,24655,13029,11626,10510,14145,52.85,42.63
전라남도,고흥군,61880,32882,28998,22816,39064,53.14,36.87
전라남도,보성군,38471,18220,20251,21014,17457,47.36,54.62
전라남도,화순군,62024,50178,11846,39891,22133,80.90,64.32
전라남도,장흥군,35650,22518,13132,22519,13131,63.16,63.17
전라남도,강진군,33177,12275,20902,13077,20100,37.00,39.42
전라남도,해남군,65831,23640,42191,24220,41611,35.91,36.79
전라남도,영암군,52395,29137,23258,29421,22974,55.61,56.15
전라남도,무안군,90608,60924,29684,67503,23105,67.24,74.5
전라남도,함평군,30784,8067,22717,8268,22516,26.21,26.86
전라남도,영광군,52197,33378,18819,33575,18622,63.95,64.32
전라남도,장성군,43146,22536,20610,13394,29752,52.23,31.04
전라남도,완도군,47597,29791,17806,26267,21330,62.59,55.19
전라남도,진도군,29507,8827,20680,11170,18337,29.91,37.86
전라남도,신안군,37858,4165,33693,12578,25280,11.00,33.22
경상북도,소계,2600492,2051295,549197,2001727,598765,78.88,76.97
경상북도,포항시,496650,454540,42110,459460,37190,91.52,92.51
경상북도,경주시,249607,214000,35607,194953,54654,85.73,78.1
경상북도,김천시,139324,97527,41797,104323,35001,70.00,74.88
경상북도,안동시,154610,121541,33069,118969,35641,78.61,76.95
경상북도,구미시,408110,384692,23418,395702,12408,94.26,96.96
경상북도,영주시,100749,85783,14966,80904,19845,85.15,80.3
경상북도,영천시,101088,65925,35163,66447,34641,65.22,65.73
경상북도,상주시,94823,49185,45638,58142,36681,51.87,61.32
경상북도,문경시,70373,52076,18297,51713,18660,74.00,73.48
경상북도,경산시,267725,238960,28765,246962,20763,89.26,92.24
경상북도,군위군,23340,5867,17473,8275,15065,25.14,35.45
경상북도,의성군,50186,25253,24933,12811,37375,50.32,25.53
경상북도,청송군,24295,11304,12991,5085,19210,46.53,20.93
경상북도,영양군,16022,6386,9636,7025,8997,39.86,43.85
경상북도,영덕군,34650,17730,16920,12685,21965,51.17,36.61
경상북도,청도군,41614,15400,26214,19899,21715,37.01,47.82
경상북도,고령군,30353,17971,12382,9827,20526,59.21,32.38
경상북도,성주군,42566,13464,29102,13376,29190,31.63,31.42
경상북도,칠곡군,112487,93364,19123,87602,24885,83.00,77.88
경상북도,예천군,55755,31570,24185,14333,41422,56.62,25.71
경상북도,봉화군,30139,9506,20633,9507,20632,31.54,31.54
경상북도,울진군,47030,32880,14150,16912,30118,69.91,35.96
경상북도,울릉군,8996,6371,2625,6815,2181,70.82,75.76
경상남도,소계,3280493,2858005,422488,2596890,683603,87.12,79.16
경상남도,창원시,1021487,1002515,18972,948343,73144,98.14,92.84
경상남도,진주시,343782,313758,30024,283303,60479,91.27,82.41
경상남도,통영시,122681,98077,24604,71772,50909,79.94,58.5
경상남도,사천시,109369,93796,15573,61820,47549,85.76,56.52
경상남도,김해시,535129,520774,14355,490772,44357,97.32,91.71
경상남도,밀양시,102945,66314,36631,66114,36831,64.42,64.22
경상남도,거제시,236662,191696,44966,188446,48216,81.00,79.63
경상남도,양산시,353792,350456,3336,290590,63202,99.06,82.14
경상남도,의령군,26061,12421,13640,9344,16717,47.66,35.85
경상남도,함안군,61456,36759,24697,36525,24931,59.81,59.43
경상남도,창녕군,58372,32483,25889,28026,30346,55.65,48.01
경상남도,고성군,50448,23711,26737,23919,26529,47.00,47.41
경상남도,남해군,41579,12749,28830,12848,28731,30.66,30.9
경상남도,하동군,42465,8756,33709,9570,32895,20.62,22.54
경상남도,산청군,34028,5216,28812,6672,27356,15.33,19.61
경상남도,함양군,37708,24034,13674,17888,19820,63.74,47.44
경상남도,거창군,60387,40220,20167,39933,20454,66.60,66.13
경상남도,합천군,42142,24270,17872,11005,31137,57.59,26.11
제주특별자치도,소계,678159,613564,64595,640477,37682,90.47,94.44
제주특별자치도,제주시,493389,453794,39595,480647,12742,91.97,97.42
제주특별자치도,서귀포시,184770,159770,25000,159830,24940,86.47,86.5
