"시·군·구별(1)","성별(1)",2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"시·군·구별(1)","성별(1)",계,계,계,일반,일반,일반,감경,감경,감경,의료급여,의료급여,의료급여,기초,기초,기초,계,계,계,일반,일반,일반,감경,감경,감경,의료급여,의료급여,의료급여,기초,기초,기초,계,계,계,일반,일반,일반,감경,감경,감경,의료급여,의료급여,의료급여,기초,기초,기초,계,계,계,일반,일반,일반,감경,감경,감경,의료급여,의료급여,의료급여,기초,기초,기초,계,계,계,일반,일반,일반,감경,감경,감경,의료급여,의료급여,의료급여,기초,기초,기초,계,계,계,일반,일반,일반,감경,감경,감경,의료급여,의료급여,의료급여,기초,기초,기초,계,계,계,일반,일반,일반,감경,감경,감경,의료급여,의료급여,의료급여,기초,기초,기초,계,계,계,일반,일반,일반,감경,감경,감경,의료급여,의료급여,의료급여,기초,기초,기초,계,계,계,일반,일반,일반,감경,감경,감경,의료급여,의료급여,의료급여,기초,기초,기초,계,계,계,일반,일반,일반,감경,감경,감경,의료급여,의료급여,의료급여,기초,기초,기초
"시·군·구별(1)","성별(1)",계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상,계,65세미만,65세이상
"광주","여자",15773,497,15276,10661,288,10373,1340,54,1286,331,3,328,3441,152,3289,17133,513,16620,11431,291,11140,1636,49,1587,363,3,360,3703,170,3533,18010,493,17517,11995,271,11724,1887,42,1845,364,1,363,3764,179,3585,19136,504,18632,12611,271,12340,2201,42,2159,396,1,395,3928,190,3738,20484,533,19951,13509,288,13221,2464,47,2417,423,1,422,4088,197,3891,21946,553,21393,12686,239,12447,4505,100,4405,451,2,449,4304,212,4092,23702,611,23091,13387,250,13137,5322,119,5203,489,3,486,4504,239,4265,24557,609,23948,13762,240,13522,5666,120,5546,508,2,506,4621,247,4374,25695,621,25074,13772,222,13550,6689,135,6554,536,3,533,4698,261,4437,26378,643,25735,13635,221,13414,7414,146,7268,546,2,544,4783,274,4509
"대전","합계",20050,1278,18772,14104,732,13372,2003,141,1862,295,12,283,3648,393,3255,21415,1341,20074,14909,738,14171,2336,157,2179,309,12,297,3861,434,3427,22667,1403,21264,15448,712,14736,2622,160,2462,325,11,314,4272,520,3752,24093,1435,22658,16258,697,15561,2915,167,2748,336,10,326,4584,561,4023,25472,1498,23974,16979,716,16263,3259,174,3085,360,9,351,4874,599,4275,27500,1557,25943,15498,567,14931,6279,339,5940,381,9,372,5342,642,4700,30111,1697,28414,16547,598,15949,7288,354,6934,400,10,390,5876,735,5141,31493,1752,29741,17318,615,16703,7517,333,7184,429,10,419,6229,794,5435,33418,1769,31649,17559,583,16976,8823,367,8456,443,8,435,6593,811,5782,34960,1726,33234,17847,569,17278,9641,342,9299,438,9,429,7034,806,6228
"대전","남자",5402,727,4675,3788,401,3387,519,88,431,100,7,93,995,231,764,5861,780,5081,4078,402,3676,611,99,512,99,6,93,1073,273,800,6174,805,5369,4209,370,3839,650,106,544,96,4,92,1219,325,894,6590,815,5775,4444,352,4092,705,103,602,102,5,97,1339,355,984,7084,850,6234,4698,360,4338,810,110,700,112,5,107,1464,375,1089,7821,881,6940,4401,274,4127,1647,196,1451,116,6,110,1657,405,1252,8771,975,7796,4840,296,4544,1927,201,1726,113,6,107,1891,472,1419,9220,1007,8213,5104,294,4810,1977,195,1782,118,7,111,2021,511,1510,9936,1022,8914,5248,276,4972,2376,211,2165,120,5,115,2192,530,1662,10575,1016,9559,5480,283,5197,2581,186,2395,121,5,116,2393,542,1851
"대전","여자",14648,551,14097,10316,331,9985,1484,53,1431,195,5,190,2653,162,2491,15554,561,14993,10831,336,10495,1725,58,1667,210,6,204,2788,161,2627,16493,598,15895,11239,342,10897,1972,54,1918,229,7,222,3053,195,2858,17503,620,16883,11814,345,11469,2210,64,2146,234,5,229,3245,206,3039,18388,648,17740,12281,356,11925,2449,64,2385,248,4,244,3410,224,3186,19679,676,19003,11097,293,10804,4632,143,4489,265,3,262,3685,237,3448,21340,722,20618,11707,302,11405,5361,153,5208,287,4,283,3985,263,3722,22273,745,21528,12214,321,11893,5540,138,5402,311,3,308,4208,283,3925,23482,747,22735,12311,307,12004,6447,156,6291,323,3,320,4401,281,4120,24385,710,23675,12367,286,12081,7060,156,6904,317,4,313,4641,264,4377
"울산","합계",9395,730,8665,7002,457,6545,586,50,536,100,4,96,1707,219,1488,10133,766,9367,7537,466,7071,693,66,627,108,4,104,1795,230,1565,10923,832,10091,8194,508,7686,743,69,674,111,5,106,1875,250,1625,11700,837,10863,8714,495,8219,911,80,831,117,3,114,1958,259,1699,12970,882,12088,9570,519,9051,1091,80,1011,136,3,133,2173,280,1893,14282,947,13335,9217,447,8770,2546,182,2364,143,2,141,2376,316,2060,15887,1033,14854,10001,483,9518,3014,204,2810,162,1,161,2710,345,2365,17268,1052,16216,10747,472,10275,3362,205,3157,189,2,187,2970,373,2597,19070,1072,17998,11277,425,10852,4340,242,4098,218,2,216,3235,403,2832,20660,1096,19564,11813,426,11387,5000,245,4755,237,1,236,3610,424,3186
"울산","남자",2432,403,2029,1770,230,1540,142,31,111,27,2,25,493,140,353,2659,430,2229,1918,235,1683,186,44,142,24,1,23,531,150,381,2902,467,2435,2122,261,1861,209,45,164,21,2,19,550,159,391,3131,466,2665,2244,240,2004,251,55,196,20,2,18,616,169,447,3511,490,3021,2529,250,2279,274,49,225,25,2,23,683,189,494,3973,538,3435,2470,219,2251,693,96,597,28,1,27,782,222,560,4446,578,3868,2673,235,2438,820,102,718,32,1,31,921,240,681,4905,588,4317,2947,237,2710,910,104,806,35,1,34,1013,246,767,5514,591,4923,3159,209,2950,1190,119,1071,41,2,39,1124,261,863,6127,613,5514,3390,208,3182,1404,125,1279,44,1,43,1289,279,1010
"울산","여자",6963,327,6636,5232,227,5005,444,19,425,73,2,71,1214,79,1135,7474,336,7138,5619,231,5388,507,22,485,84,3,81,1264,80,1184,8021,365,7656,6072,247,5825,534,24,510,90,3,87,1325,91,1234,8569,371,8198,6470,255,6215,660,25,635,97,1,96,1342,90,1252,9459,392,9067,7041,269,6772,817,31,786,111,1,110,1490,91,1399,10309,409,9900,6747,228,6519,1853,86,1767,115,1,114,1594,94,1500,11441,455,10986,7328,248,7080,2194,102,2092,130,-,130,1789,105,1684,12363,464,11899,7800,235,7565,2452,101,2351,154,1,153,1957,127,1830,13556,481,13075,8118,216,7902,3150,123,3027,177,0,177,2111,142,1969,14533,483,14050,8423,218,8205,3596,120,3476,193,0,193,2321,145,2176
"세종","합계",2047,103,1944,1438,61,1377,216,16,200,24,2,22,369,24,345,2367,101,2266,1712,57,1655,261,18,243,31,1,30,363,25,338,2788,115,2673,2091,69,2022,274,19,255,34,0,34,389,27,362,3139,142,2997,2348,90,2258,352,21,331,39,1,38,400,30,370,3619,163,3456,2709,105,2604,425,24,401,45,0,45,440,34,406,4055,178,3877,2673,96,2577,869,40,829,49,1,48,464,41,423,4650,188,4462,3030,97,2933,1049,38,1011,54,1,53,517,52,465,5007,195,4812,3269,99,3170,1122,38,1084,56,1,55,560,57,503,5423,190,5233,3499,99,3400,1294,36,1258,61,1,60,569,54,515,5779,184,5595,3657,86,3571,1454,42,1412,60,1,59,608,55,553
"세종","남자",523,58,465,363,32,331,42,9,33,9,2,7,109,15,94,619,55,564,453,27,426,53,10,43,9,1,8,104,17,87,717,64,653,530,34,496,63,12,51,10,0,10,114,18,96,832,78,754,631,45,586,77,13,64,10,1,9,114,19,95,962,90,872,732,57,675,90,12,78,13,0,13,127,21,106,1105,103,1002,742,58,684,213,21,192,15,1,14,135,23,112,1293,113,1180,848,58,790,271,21,250,15,1,14,159,33,126,1420,117,1303,942,58,884,287,22,265,15,1,14,176,36,140,1487,113,1374,998,54,944,308,24,284,16,1,15,165,34,131,1648,119,1529,1093,53,1040,357,29,328,14,1,13,184,36,148
"세종","여자",1524,45,1479,1075,29,1046,174,7,167,15,0,15,260,9,251,1748,46,1702,1259,30,1229,208,8,200,22,0,22,259,8,251,2071,51,2020,1561,35,1526,211,7,204,24,0,24,275,9,266,2307,64,2243,1717,45,1672,275,8,267,29,0,29,286,11,275,2657,73,2584,1977,48,1929,335,12,323,32,0,32,313,13,300,2950,75,2875,1931,38,1893,656,19,637,34,-,34,329,18,311,3357,75,3282,2182,39,2143,778,17,761,39,-,39,358,19,339,3587,78,3509,2327,41,2286,835,16,819,41,-,41,384,21,363,3936,77,3859,2501,45,2456,986,12,974,45,0,45,404,20,384,4131,65,4066,2564,33,2531,1097,13,1084,46,0,46,424,19,405
"경기","합계",131290,8701,122589,92300,5169,87131,13651,1081,12570,1459,43,1416,23880,2408,21472,141608,9141,132467,98548,5258,93290,16301,1204,15097,1623,46,1577,25136,2633,22503,153685,9724,143961,105732,5401,100331,18905,1273,17632,1700,48,1652,27348,3002,24346,167100,10206,156894,114386,5518,108868,21481,1337,20144,1804,34,1770,29429,3317,26112,183333,10818,172515,125322,5737,119585,24470,1395,23075,2030,35,1995,31511,3651,27860,202362,11611,190751,114656,4796,109860,51050,2716,48334,2195,33,2162,34461,4066,30395,223829,12486,211343,125956,5042,120914,57854,2864,54990,2409,37,2372,37610,4543,33067,238646,13058,225588,135568,5265,130303,60393,2910,57483,2535,38,2497,40150,4845,35305,260281,13514,246767,143065,5202,137863,71898,3166,68732,2651,37,2614,42667,5109,37558,275660,13568,262092,149130,5160,143970,78245,3103,75142,2693,37,2656,45592,5268,40324
"경기","남자",36061,5054,31007,25855,2801,23054,3635,707,2928,419,24,395,6152,1522,4630,38926,5305,33621,27609,2828,24781,4241,756,3485,479,27,452,6597,1694,4903,42499,5704,36795,29576,2900,26676,4923,818,4105,515,28,487,7485,1958,5527,46537,5985,40552,32290,2955,29335,5441,847,4594,533,23,510,8273,2160,6113,51639,6383,45256,35657,3057,32600,6208,886,5322,583,24,559,9191,2416,6775,57980,6920,51060,33100,2559,30541,13806,1634,12172,620,24,596,10454,2703,7751,65290,7485,57805,37187,2687,34500,15622,1716,13906,645,25,620,11836,3057,8779,69946,7834,62112,40074,2811,37263,16371,1757,14614,665,25,640,12836,3241,9595,77347,8166,69181,43033,2838,40195,19691,1853,17838,668,24,644,13955,3451,10504,83335,8229,75106,45983,2785,43198,21373,1803,19570,665,22,643,15314,3619,11695
"경기","여자",95229,3647,91582,66445,2368,64077,10016,374,9642,1040,19,1021,17728,886,16842,102682,3836,98846,70939,2430,68509,12060,448,11612,1144,19,1125,18539,939,17600,111186,4020,107166,76156,2501,73655,13982,455,13527,1185,20,1165,19863,1044,18819,120563,4221,116342,82096,2563,79533,16040,490,15550,1271,11,1260,21156,1157,19999,131694,4435,127259,89665,2680,86985,18262,509,17753,1447,11,1436,22320,1235,21085,144382,4691,139691,81556,2237,79319,37244,1082,36162,1575,9,1566,24007,1363,22644,158539,5001,153538,88769,2355,86414,42232,1148,41084,1764,12,1752,25774,1486,24288,168700,5224,163476,95494,2454,93040,44022,1153,42869,1870,13,1857,27314,1604,25710,182934,5348,177586,100032,2364,97668,52207,1313,50894,1983,13,1970,28712,1658,27054,192325,5339,186986,103147,2375,100772,56872,1300,55572,2028,15,2013,30278,1649,28629
"강원","합계",28512,1651,26861,17605,763,16842,3367,189,3178,536,11,525,7004,688,6316,30749,1733,29016,18934,758,18176,4039,210,3829,545,11,534,7231,754,6477,33076,1827,31249,20338,748,19590,4570,243,4327,572,9,563,7596,827,6769,35663,1953,33710,22024,813,21211,5225,248,4977,586,8,578,7828,884,6944,38311,2083,36228,23660,822,22838,5891,281,5610,640,9,631,8120,971,7149,40943,2145,38798,20974,631,20343,10778,500,10278,702,4,698,8489,1010,7479,44358,2343,42015,22271,693,21578,12337,526,11811,815,5,810,8935,1119,7816,46480,2358,44122,23171,710,22461,13180,484,12696,763,6,757,9366,1158,8208,49658,2404,47254,23407,687,22720,15653,538,15115,817,8,809,9781,1171,8610,51179,2382,48797,23432,656,22776,17020,521,16499,791,7,784,9936,1198,8738
"강원","남자",8051,1008,7043,5201,426,4775,837,118,719,170,5,165,1843,459,1384,8683,1064,7619,5527,422,5105,1029,127,902,170,7,163,1957,508,1449,9378,1138,8240,5893,414,5479,1150,147,1003,188,7,181,2147,570,1577,10191,1227,8964,6436,455,5981,1273,154,1119,179,4,175,2303,614,1689,10950,1320,9630,6874,450,6424,1433,182,1251,186,4,182,2457,684,1773,11771,1343,10428,6153,329,5824,2800,298,2502,191,2,189,2627,714,1913,12843,1478,11365,6657,377,6280,3137,304,2833,215,4,211,2834,793,2041,13573,1498,12075,6970,390,6580,3373,288,3085,187,5,182,3043,815,2228,14467,1502,12965,7037,361,6676,4018,321,3697,192,6,186,3220,814,2406,14975,1486,13489,7128,349,6779,4339,306,4033,169,5,164,3339,826,2513
"강원","여자",20461,643,19818,12404,337,12067,2530,71,2459,366,6,360,5161,229,4932,22066,669,21397,13407,336,13071,3010,83,2927,375,4,371,5274,246,5028,23698,689,23009,14445,334,14111,3420,96,3324,384,2,382,5449,257,5192,25472,726,24746,15588,358,15230,3952,94,3858,407,4,403,5525,270,5255,27361,763,26598,16786,372,16414,4458,99,4359,454,5,449,5663,287,5376,29172,802,28370,14821,302,14519,7978,202,7776,511,2,509,5862,296,5566,31515,865,30650,15614,316,15298,9200,222,8978,600,1,599,6101,326,5775,32907,860,32047,16201,320,15881,9807,196,9611,576,1,575,6323,343,5980,35191,902,34289,16370,326,16044,11635,217,11418,625,2,623,6561,357,6204,36204,896,35308,16304,307,15997,12681,215,12466,622,2,620,6597,372,6225
"충북","합계",23972,1338,22634,16124,665,15459,2635,136,2499,380,11,369,4833,526,4307,26033,1421,24612,17561,677,16884,3054,159,2895,408,12,396,5010,573,4437,28008,1477,26531,18789,690,18099,3493,147,3346,444,12,432,5282,628,4654,30382,1568,28814,20413,740,19673,3994,159,3835,467,9,458,5508,660,4848,33125,1653,31472,22198,767,21431,4652,167,4485,532,13,519,5743,706,5037,36519,1803,34716,20161,643,19518,9649,371,9278,532,7,525,6177,782,5395,40906,1999,38907,22000,685,21315,11521,424,11097,575,7,568,6810,883,5927,43924,2095,41829,23446,701,22745,12685,430,12255,634,6,628,7159,958,6201,47633,2161,45472,24047,682,23365,15352,496,14856,648,8,640,7586,975,6611,49958,2165,47793,24343,619,23724,17062,534,16528,630,7,623,7923,1005,6918
"충북","남자",6535,759,5776,4400,336,4064,646,84,562,113,7,106,1376,332,1044,7072,826,6246,4782,333,4449,712,103,609,122,9,113,1456,381,1075,7599,868,6731,5150,349,4801,770,92,678,124,9,115,1555,418,1137,8226,931,7295,5567,383,5184,881,97,784,139,6,133,1639,445,1194,9041,977,8064,6091,399,5692,1029,93,936,155,8,147,1766,477,1289,10011,1056,8955,5635,335,5300,2299,189,2110,143,5,138,1934,527,1407,11479,1186,10293,6302,355,5947,2808,237,2571,152,5,147,2217,589,1628,12356,1246,11110,6718,367,6351,3116,241,2875,170,4,166,2352,634,1718,13505,1268,12237,7014,341,6673,3791,278,3513,161,4,157,2539,645,1894,14266,1285,12981,7195,327,6868,4196,286,3910,150,3,147,2725,669,2056
"충북","여자",17437,579,16858,11724,329,11395,1989,52,1937,267,4,263,3457,194,3263,18961,595,18366,12779,344,12435,2342,56,2286,286,3,283,3554,192,3362,20409,609,19800,13639,341,13298,2723,55,2668,320,3,317,3727,210,3517,22156,637,21519,14846,357,14489,3113,62,3051,328,3,325,3869,215,3654,24084,676,23408,16107,368,15739,3623,74,3549,377,5,372,3977,229,3748,26508,747,25761,14526,308,14218,7350,182,7168,389,2,387,4243,255,3988,29427,813,28614,15698,330,15368,8713,187,8526,423,2,421,4593,294,4299,31568,849,30719,16728,334,16394,9569,189,9380,464,2,462,4807,324,4483,34128,893,33235,17033,341,16692,11561,218,11343,487,4,483,5047,330,4717,35692,880,34812,17148,292,16856,12866,248,12618,480,4,476,5198,336,4862
"충남","합계",38890,1813,37077,28264,1023,27241,4199,230,3969,396,5,391,6031,555,5476,41674,1838,39836,30209,1022,29187,4978,226,4752,424,4,420,6063,586,5477,44472,1878,42594,31972,1005,30967,5484,209,5275,451,6,445,6565,658,5907,47509,1915,45594,33913,1010,32903,6318,211,6107,465,4,461,6813,690,6123,51712,2004,49708,36666,999,35667,7335,245,7090,505,2,503,7206,758,6448,57166,2128,55038,33831,848,32983,14974,446,14528,547,3,544,7814,831,6983,63075,2323,60752,36592,872,35720,17496,509,16987,593,3,590,8394,939,7455,67390,2415,64975,38803,899,37904,19023,533,18490,615,5,610,8949,978,7971,72761,2472,70289,39711,857,38854,22954,581,22373,638,4,634,9458,1030,8428,75834,2510,73324,40207,833,39374,24980,578,24402,657,6,651,9990,1093,8897
"충남","남자",10864,1055,9809,8224,554,7670,970,153,817,111,2,109,1559,346,1213,11555,1059,10496,8716,551,8165,1102,140,962,134,2,132,1603,366,1237,12274,1086,11188,9126,527,8599,1195,134,1061,132,2,130,1821,423,1398,13043,1117,11926,9633,524,9109,1364,132,1232,137,2,135,1909,459,1450,14300,1159,13141,10473,513,9960,1586,149,1437,154,0,154,2087,497,1590,15912,1214,14698,9727,415,9312,3701,252,3449,158,-,158,2326,547,1779,17890,1339,16551,10744,440,10304,4366,278,4088,177,-,177,2603,621,1982,19079,1391,17688,11372,448,10924,4686,298,4388,178,2,176,2843,643,2200,20701,1426,19275,11679,427,11252,5736,315,5421,177,1,176,3109,683,2426,21695,1476,20219,12023,427,11596,6153,321,5832,174,4,170,3345,724,2621
"충남","여자",28026,758,27268,20040,469,19571,3229,77,3152,285,3,282,4472,209,4263,30119,779,29340,21493,471,21022,3876,86,3790,290,2,288,4460,220,4240,32198,792,31406,22846,478,22368,4289,75,4214,319,4,315,4744,235,4509,34466,798,33668,24280,486,23794,4954,79,4875,328,2,326,4904,231,4673,37412,845,36567,26193,486,25707,5749,96,5653,351,2,349,5119,261,4858,41254,914,40340,24104,433,23671,11273,194,11079,389,3,386,5488,284,5204,45185,984,44201,25848,432,25416,13130,231,12899,416,3,413,5791,318,5473,48311,1024,47287,27431,451,26980,14337,235,14102,437,3,434,6106,335,5771,52060,1046,51014,28032,430,27602,17218,266,16952,461,3,458,6349,347,6002,54139,1034,53105,28184,406,27778,18827,257,18570,483,2,481,6645,369,6276
"전북","합계",42221,1929,40292,26894,846,26048,4417,250,4167,557,21,536,10353,812,9541,45417,1979,43438,28583,866,27717,5502,256,5246,608,18,590,10724,839,9885,48914,2070,46844,30495,879,29616,6372,270,6102,673,19,654,11374,902,10472,52546,2190,50356,32549,909,31640,7366,284,7082,717,19,698,11914,978,10936,57006,2269,54737,35305,922,34383,8587,297,8290,769,15,754,12345,1035,11310,61607,2412,59195,32612,746,31866,15445,503,14942,818,9,809,12732,1154,11578,67422,2583,64839,35012,762,34250,18361,543,17818,869,10,859,13180,1268,11912,71213,2641,68572,36290,772,35518,20464,557,19907,905,9,896,13554,1303,12251,75665,2693,72972,36710,730,35980,24315,607,23708,977,6,971,13663,1350,12313,78151,2661,75490,36494,735,35759,26902,588,26314,993,8,985,13762,1330,12432
"전북","남자",10543,1099,9444,6950,446,6504,990,144,846,182,15,167,2421,494,1927,11350,1142,10208,7374,465,6909,1209,158,1051,197,11,186,2570,508,2062,12286,1196,11090,7847,464,7383,1379,166,1213,210,11,199,2850,555,2295,13246,1248,11998,8438,465,7973,1523,175,1348,224,11,213,3061,597,2464,14654,1301,13353,9304,463,8841,1769,175,1594,233,10,223,3348,653,2695,16098,1401,14697,8707,373,8334,3607,282,3325,229,6,223,3555,740,2815,18018,1507,16511,9644,398,9246,4259,283,3976,225,6,219,3890,820,3070,19244,1547,17697,10166,400,9766,4741,295,4446,231,5,226,4106,847,3259,20686,1566,19120,10462,366,10096,5676,325,5351,247,3,244,4301,872,3429,21490,1546,19944,10597,389,10208,6206,297,5909,245,5,240,4442,855,3587
"전북","여자",31678,830,30848,19944,400,19544,3427,106,3321,375,6,369,7932,318,7614,34067,837,33230,21209,401,20808,4293,98,4195,411,7,404,8154,331,7823,36628,874,35754,22648,415,22233,4993,104,4889,463,8,455,8524,347,8177,39300,942,38358,24111,444,23667,5843,109,5734,493,8,485,8853,381,8472,42352,968,41384,26001,459,25542,6818,122,6696,536,5,531,8997,382,8615,45509,1011,44498,23905,373,23532,11838,221,11617,589,3,586,9177,414,8763,49404,1076,48328,25368,364,25004,14102,260,13842,644,4,640,9290,448,8842,51969,1094,50875,26124,372,25752,15723,262,15461,674,4,670,9448,456,8992,54979,1127,53852,26248,364,25884,18639,282,18357,730,3,727,9362,478,8884,56661,1115,55546,25897,346,25551,20696,291,20405,748,3,745,9320,475,8845
"전남","합계",47079,1688,45391,30643,781,29862,5776,256,5520,716,10,706,9944,641,9303,50701,1742,48959,33085,778,32307,6960,260,6700,749,14,735,9907,690,9217,54636,1752,52884,35532,753,34779,7855,241,7614,834,12,822,10415,746,9669,58268,1780,56488,37804,771,37033,9090,226,8864,888,9,879,10486,774,9712,63131,1901,61230,40786,813,39973,10560,243,10317,974,9,965,10811,836,9975,68256,1964,66292,36578,653,35925,19363,422,18941,1061,7,1054,11254,882,10372,74262,2103,72159,38751,690,38061,22716,461,22255,1157,7,1150,11638,945,10693,78166,2181,75985,39976,729,39247,24848,461,24387,1250,7,1243,12092,984,11108,83477,2191,81286,40089,668,39421,29905,519,29386,1314,6,1308,12169,998,11171,87152,2243,84909,39776,689,39087,33382,530,32852,1343,4,1339,12651,1020,11631
"전남","남자",11105,949,10156,7711,388,7323,1187,152,1035,195,8,187,2012,401,1611,11899,977,10922,8231,383,7848,1372,147,1225,204,13,191,2092,434,1658,12846,988,11858,8858,365,8493,1446,138,1308,229,10,219,2313,475,1838,13724,1003,12721,9421,371,9050,1659,132,1527,218,6,212,2426,494,1932,15035,1069,13966,10236,389,9847,1888,138,1750,245,5,240,2666,537,2129,16521,1110,15411,9146,314,8832,4207,223,3984,263,5,258,2905,568,2337,18372,1211,17161,10003,331,9672,4905,258,4647,281,4,277,3183,618,2565,19338,1261,18077,10384,345,10039,5293,270,5023,297,5,292,3364,641,2723,20992,1288,19704,10646,329,10317,6509,286,6223,305,5,300,3532,668,2864,22081,1320,20761,10956,355,10601,7085,281,6804,281,3,278,3759,681,3078
"전남","여자",35974,739,35235,22932,393,22539,4589,104,4485,521,2,519,7932,240,7692,38802,765,38037,24854,395,24459,5588,113,5475,545,1,544,7815,256,7559,41790,764,41026,26674,388,26286,6409,103,6306,605,2,603,8102,271,7831,44544,777,43767,28383,400,27983,7431,94,7337,670,3,667,8060,280,7780,48096,832,47264,30550,424,30126,8672,105,8567,729,4,725,8145,299,7846,51735,854,50881,27432,339,27093,15156,199,14957,798,2,796,8349,314,8035,55890,892,54998,28748,359,28389,17811,203,17608,876,3,873,8455,327,8128,58828,920,57908,29592,384,29208,19555,191,19364,953,2,951,8728,343,8385,62485,903,61582,29443,339,29104,23396,233,23163,1009,1,1008,8637,330,8307,65071,923,64148,28820,334,28486,26297,249,26048,1062,1,1061,8892,339,8553
"경북","합계",52064,2548,49516,35275,1339,33936,5450,298,5152,622,11,611,10717,900,9817,56234,2624,53610,38008,1316,36692,6533,325,6208,683,15,668,11010,968,10042,60258,2658,57600,40564,1310,39254,7574,307,7267,735,12,723,11385,1029,10356,65161,2794,62367,43758,1328,42430,8843,347,8496,745,10,735,11815,1109,10706,70937,2882,68055,47526,1358,46168,10324,362,9962,821,11,810,12266,1151,11115,77335,2958,74377,43080,1038,42042,20287,677,19610,917,11,906,13051,1232,11819,85382,3162,82220,46607,1070,45537,23724,739,22985,1051,12,1039,14000,1341,12659,90916,3253,87663,48607,1090,47517,26427,709,25718,1112,14,1098,14770,1440,13330,98818,3358,95460,49535,1017,48518,32341,768,31573,1189,11,1178,15753,1562,14191,103368,3365,100003,49770,977,48793,35750,757,34993,1243,13,1230,16605,1618,14987
"경북","남자",13834,1478,12356,9835,724,9111,1287,180,1107,177,9,168,2535,565,1970,14738,1521,13217,10401,714,9687,1476,196,1280,189,13,176,2672,598,2074,15647,1528,14119,10983,687,10296,1654,192,1462,200,11,189,2810,638,2172,16939,1626,15313,11871,702,11169,1869,198,1671,195,8,187,3004,718,2286,18512,1704,16808,12971,735,12236,2150,222,1928,213,8,205,3178,739,2439,20460,1770,18690,11916,573,11343,4845,390,4455,228,8,220,3471,799,2672,22863,1874,20989,13090,590,12500,5661,406,5255,261,9,252,3851,869,2982,24329,1951,22378,13646,609,13037,6258,398,5860,270,11,259,4155,933,3222,26593,2000,24593,14106,559,13547,7608,429,7179,297,8,289,4582,1004,3578,28071,2006,26065,14447,534,13913,8413,426,7987,291,9,282,4920,1037,3883
"경북","여자",38230,1070,37160,25440,615,24825,4163,118,4045,445,2,443,8182,335,7847,41496,1103,40393,27607,602,27005,5057,129,4928,494,2,492,8338,370,7968,44611,1130,43481,29581,623,28958,5920,115,5805,535,1,534,8575,391,8184,48222,1168,47054,31887,626,31261,6974,149,6825,550,2,548,8811,391,8420,52425,1178,51247,34555,623,33932,8174,140,8034,608,3,605,9088,412,8676,56875,1188,55687,31164,465,30699,15442,287,15155,689,3,686,9580,433,9147,62519,1288,61231,33517,480,33037,18063,333,17730,790,3,787,10149,472,9677,66587,1302,65285,34961,481,34480,20169,311,19858,842,3,839,10615,507,10108,72225,1358,70867,35429,458,34971,24733,339,24394,892,3,889,11171,558,10613,75297,1359,73938,35323,443,34880,27337,331,27006,952,4,948,11685,581,11104
